"time","revolute1.w","revolute1.tau","revolute1.frame_b.f[3]","revolute1.frame_b.f[1]","revolute1.frame_b.f[2]"
2.14844,0.606142176524382,19.81691887714324,20.93115874504301,9.603940478122507,-4.714850937172962e-13
2.15244,0.5912171964688097,18.99808905282134,19.21776542438165,8.756324622330785,1.696149299017633e-14
2.15644,0.5669633542074066,18.28378282050674,17.71972010750271,8.018393964935626,2.97212471484203e-14
2.16044,0.5343240708083066,17.64235609184506,16.37376018782214,7.362885382391221,7.777399004440795e-14
2.16445,0.4942194796884981,17.10044124588317,15.23330469549186,6.804545167603333,8.417277825022814e-13
2.16845,0.4474668895516557,16.57276944197812,14.12841571260296,6.277584851443734,-1.580919925258139e-13
2.17245,0.3958134623433788,15.12500881893638,11.19873523962115,5.101443787427682,-2.34423086891991e-14
2.17645,0.3425601280713251,12.13935745082002,5.214669302429712,2.865798694792945,2.600592930794281e-12
2.18045,0.2904069140212973,8.670784353632975,-1.72281593507816,0.3540976980646562,1.441181021870551e-13
2.18445,0.2407959634587838,5.188735860530023,-8.679545099070946,-2.109517040697858,-4.412544044423408e-12
2.18845,0.1945878139457308,1.758865991465004,-15.52630639318354,-4.490231308263649,-9.561111922323232e-13
2.19245,0.1524773922008749,-1.6102200820263,-22.24649337166236,-6.799687587526922,2.600641158029237e-12
2.19645,0.1149312678912833,-4.965978089777782,-28.93665112603071,-9.073456920398554,1.653247887335789e-13
2.20045,0.0823398122283905,-8.282671268567709,-35.54533007901913,-11.31143456877603,-1.093585311186665e-12
2.20445,0.05503124043265543,-11.58191839410774,-42.11665631485975,-13.53327721401855,-7.694920313494714e-14
2.20845,0.03317898623273728,-14.86255079584436,-48.64917899759601,-15.74195563981471,-1.668646990769097e-12
2.21246,0.01692411000257295,-18.1409737224319,-55.17582618235149,-17.95419802937656,1.315391319473898e-12
2.21646,0.006299584674888902,-21.40600660748102,-61.67520613949894,-20.16079415136694,8.811883407099229e-13
2.22046,0.001399609614629473,-24.21128215434895,-67.25924044811489,-22.05844976470021,-2.404857317712331e-13
2.22446,9.391076362228238e-05,-25.44210126237498,-69.70907338726605,-22.89259041721507,1.400313393822752e-15
2.22846,-5.48583577425405e-05,-25.69932658240477,-70.221031501829,-23.06716956992069,2.057398607003021e-12
2.23246,-2.450142683847404e-05,-25.71154632823143,-70.24534493077105,-23.07554182320126,-3.112676241080657e-13
2.23646,-4.994624644891408e-06,-25.69976749791085,-70.22189881140044,-23.06757418173202,-5.491216071466823e-12
2.24046,-1.477019170016894e-07,-25.69498638899778,-70.21238249691154,-23.06433360271896,7.9016143732451e-13
2.24446,2.390550330497364e-07,-25.6941463445755,-70.210710568373,-23.06376325342011,6.419851857809454e-13
2.24846,-0.001795259545677769,-27.13026117505659,-73.10843423093633,-23.73940505905025,2.914222978157315e-12
2.25246,-0.01650533295045852,-34.30907727471937,-87.59348212566422,-27.11724435181538,5.178408276692214e-13
2.25646,-0.05872845197816638,-43.9419963220414,-107.0293632474139,-31.65995362985735,5.658000756857416e-14
2.26047,-0.1330638342173868,-54.02158356657123,-127.3645751834372,-36.43942097804042,5.337890897166106e-13
2.26447,-0.240106896401024,-64.07674410179246,-147.6479223334945,-41.25431932191371,1.470407632168227e-13
2.26847,-0.3798811647930396,-74.13750623459163,-167.9387430939538,-46.15059722988634,-1.639154580363106e-13
2.27247,-0.5524688768346168,-84.16647465814643,-188.1612461624716,-51.14200132170104,-4.68988952899784e-14
2.27647,-0.7582702883525166,-94.09833559348741,-208.1825001732308,-56.24098629841976,-4.44867213383007e-13
2.28047,-0.9940020047075577,-101.2021180652251,-222.49188627544,-60.16059460830297,-7.81910060125341e-14
2.28447,-1.235306017043955,-97.63025467322713,-215.2523647135494,-59.03982241437321,5.524956729905406e-13
2.28847,-1.455603207617093,-88.49290435630233,-196.7744602310153,-55.21862321440109,-3.285795082262611e-13
2.29247,-1.645046887536165,-78.27863655139419,-176.1149671946898,-50.81747750668034,-5.702239016453198e-14
2.29647,-1.80214341422726,-68.05541015299312,-155.4292466082211,-46.31913101422506,-6.031697727409455e-14
2.30047,-1.926887101000346,-57.90801438488053,-134.8888450594364,-41.73071011054028,-4.962649233660767e-14
2.30447,-2.019292439171753,-47.8363935979654,-114.4940588671586,-37.02507713130405,-1.361697751885242e-13
2.30848,-2.078906803651967,-37.80183248862876,-94.16812960076764,-32.15382167462592,-4.579807466180462e-14
2.31248,-2.107719366188352,-28.7800024724803,-75.89275724775173,-27.55513630335226,5.739179258409065e-15
2.31648,-2.119718617514085,-22.37175294379928,-62.93409427000137,-23.88169288085,-4.518317773679758e-13
2.32048,-2.11885605332915,-12.94872229630403,-43.9118894070367,-18.04761370522056,-2.486764880637769e-13
2.32448,-2.097284799457724,-0.976874978196651,-19.7476265560103,-10.38053250769381,7.816379348608711e-14
2.32848,-2.050268741251868,11.54734268201043,5.533997358110103,-2.064307365947826,6.03226788715564e-15
2.33248,-1.97672760235191,24.0186523848015,30.71121196349232,6.537252493976572,5.054779507959224e-15
2.33648,-1.876483349360746,36.35230702513926,55.61183046841882,15.37378169629062,5.52600614235121e-14
2.34048,-1.749174795009657,48.62962586755189,80.39903043538291,24.49745514716453,4.330868076015231e-14
2.34448,-1.593941713457434,60.69463572371831,104.7574694415191,33.7985010632118,7.795600989306656e-14
2.34848,-1.411912300418097,70.51884699200396,124.5910089597237,41.87645667200426,-3.928620734107261e-15
2.35248,-1.226888979565509,70.56071093466414,124.6709801449412,43.39729378899637,2.10123248761056e-12
2.35649,-1.066108613060567,64.79633636902193,113.0225550021107,40.84616091762936,-3.492393922468215e-13
2.36049,-0.9401941111768278,57.73114991898561,98.74554003350535,37.2530407107997,-2.628739207352568e-13
2.36449,-0.8486861981435191,49.74394607751772,82.63527999535637,32.55603723728957,-8.65863311497496e-14
2.36849,-0.7877873993603386,40.72608027505046,64.48065129844147,26.53453812826243,4.023011891804614e-14
2.37249,-0.7548545189474137,31.5252533691266,45.96637659422296,20.03558869063586,-1.7629918882495e-15
2.37649,-0.7490491611441958,22.47470256490034,27.75544610084324,13.38497322236368,2.999351192633768e-14
2.38049,-0.7687341829882076,14.62985504806537,11.9787038616569,7.422561294899442,6.398109106553458e-15
2.38449,-0.8009761195733077,11.80728247483451,6.348034855769985,5.333789670692857,1.856244042137194e-14
2.38849,-0.8305075418960119,12.02920200010918,6.871688059661576,5.723014540637815,-1.181932324579445e-14
2.39249,-0.8504264271340335,12.99406363049057,8.901526878867266,6.773651885793925,2.36576558307284e-14
2.39649,-0.8585992956354945,14.13546556066769,11.29293876207205,8.033380817553022,1.551381082967333e-14
2.40049,-0.8537828656793691,15.38245114974661,13.90312575251409,9.44299241818946,9.321361023364603e-15
2.4045,-0.8346313504964846,16.75009857072225,16.76181253215182,11.03328095473783,-5.391475162516339e-16
2.4085,-0.7997067613515731,18.24184399167714,19.87572185666121,12.81999319076166,1.233934075465264e-14
2.4125,-0.7473754869353204,19.90924889688248,23.34951682433134,14.86131523445678,6.922476581874477e-14
2.4165,-0.6757775631971036,21.70699143947894,27.09110068287344,17.13035209143142,-3.751264730334586e-14
2.4205,-0.5829750716808956,23.67571848040371,31.18246198161494,19.68524241767694,2.54551848481055e-14
2.4245,-0.4670603433498035,25.82563898735071,35.64416602447683,22.55373774142017,7.846952755793054e-15
2.4285,-0.3284961561659023,28.73272847244856,41.63903032507169,26.46330726548335,1.386840885686872e-14
2.4325,-0.1378469120739754,24.63233554014424,33.48407199260119,21.63538885549581,-3.047822809759585e-13
2.4365,0.04747516103445404,37.43541499847149,59.47840554788018,38.57143567039059,-1.077306607798443e-13
2.4405,0.2905928073610616,39.00025239349784,62.77409575822967,41.27746658650307,1.642715934362417e-13
2.4445,0.5698401886144796,41.0234773452313,66.99690188252291,44.65968793058676,7.322681715499136e-15
2.4485,0.8904199592512007,44.12383425195324,73.39724607280101,49.67050974879417,-1.303521219921264e-13
2.4525,1.257913674836805,47.68191805310197,80.72228572728356,55.52708126001725,-6.360657490084288e-14
2.45651,1.676941662907786,51.52998722586466,88.63080856608218,62.03490627825824,-2.462216475580094e-14
2.46051,2.152058363117151,55.59409163667311,96.97047797703559,69.11959992457201,-4.01404722117434e-13
2.46451,2.687151419432654,59.13569794747841,104.2524180010188,75.45167040047822,2.61963544598035e-14
2.46851,3.282433279793282,60.20495146300394,106.5459672071057,77.29562194308984,9.530406206665923e-15
2.47251,3.934900878754884,59.76916412344422,105.7740049315712,76.42149974408383,-3.737899116386905e-14
2.47651,4.64029823760314,58.70422360409456,103.6800151225221,74.61184556529088,2.690008186083609e-14
2.48051,5.392834194725436,57.16236357663259,100.5565899166843,72.31947859905092,1.54227963049144e-14
2.48451,6.184514739397867,55.10164233249643,96.30796891523377,69.62728903892059,1.125014417614601e-14
2.48851,7.004942704247895,52.42755417137612,90.73416468144183,66.52176249837045,-1.010259184932429e-12
2.49251,7.841460032510156,49.05307260820389,83.65356073285547,62.986950702304,-2.548381548665362e-14
2.49651,8.679365668106888,44.90195342137588,74.91056933683039,58.99984413431972,7.895951537786886e-14
2.50051,9.502573920963197,39.98487192604955,64.53115645506703,54.65542490717085,-1.550237758113475e-12
2.50452,10.29444834452798,34.17506015981718,52.26968032485352,49.72019631467005,-1.459738616032217e-13
2.50852,11.03853443618923,27.62356349267213,38.44848567650808,44.43778011204267,4.132843880734373e-14
2.51252,11.71956901632772,20.48700490733582,23.40636094160224,38.99990716698129,2.902039411778076e-13
2.51652,12.33038363564114,15.31219878179278,12.31594384961992,38.0877324734026,-4.786128518612413e-13
2.52052,12.87449506654411,12.81073913807303,6.645007301546927,42.54300407772136,-1.717706786155591e-12
2.52452,13.349908386599,8.857427648892138,-1.916955321350533,44.31045286674512,-2.06146540595803e-12
2.52852,13.74321105500606,1.104477276313343,-18.09353601001006,39.26886705284365,-2.245385224950433e-14
2.53252,14.04421929214222,-8.319540299771031,-37.56334786674316,31.44709134743306,9.034964571458818e-13
2.53652,14.25103985037783,-18.32136189228901,-58.09962828142588,22.80563268330796,2.161830462449442e-13
2.54052,14.36610747505996,-28.6106591846508,-79.10259270670306,13.85544006249254,1.825392465543028e-13
2.54452,14.39403011681501,-39.11338883983539,-100.4148743652998,4.767188054832175,-6.584664535455758e-14
2.54852,14.34074285264877,-49.80209035453452,-121.9782567132126,-4.332856640014477,-1.024646642304735e-13
2.55253,14.21295863359891,-60.73365616432766,-143.907951382468,-13.42882456981676,1.136857127511326e-12
2.55653,14.01766705989074,-71.0436685936137,-164.4807965186685,-21.07187907202202,5.480001313314284e-14
2.56053,13.76187740712917,-78.21869878298126,-178.6779086433477,-23.75935189457328,1.14898104981085e-13
2.56453,13.45225391420979,-97.90998555776638,-217.8130722685683,-43.25456933669646,-7.343756186355246e-13
2.56853,13.09470515306924,-107.4633908384678,-236.5896529438495,-47.74202681167036,8.294261540757362e-14
2.57253,12.69544172800569,-116.7131782336907,-254.6718879061126,-51.4762065908341,6.427669372588583e-15
2.57653,12.27028251682023,-121.8451067901189,-264.3794752622196,-50.82886114181863,4.25299592088805e-14
2.58053,11.8361013288524,-123.8954689404944,-267.8320757706061,-47.22490633328747,-6.754857131396627e-13
2.58453,11.40119931198616,-125.0320203943258,-269.4188990461128,-42.87828588546923,-2.982603169598511e-14
2.58853,10.96853177424783,-125.9066982172905,-270.4650303044339,-38.39470160195611,-9.462122808339002e-15
2.59253,10.5394656521722,-126.66038453479,-271.2615577013005,-33.8984025385998,7.026504296868816e-14
2.59653,10.11477867867828,-127.3155841118529,-271.8601542172593,-29.40919130868253,8.201659241125007e-14
2.60054,9.695024813553092,-127.8095378411101,-272.1398331634423,-24.89576006949,6.160177434272263e-14
2.60454,9.280414594701806,-128.2345901291951,-272.291222118442,-20.42961559315911,4.040592485398737e-14
2.60854,8.870936652438385,-128.5372977920536,-272.2103685945644,-15.99504778067674,2.745990318513418e-13
2.61254,8.466433427658346,-128.7684039299508,-272.0029054553361,-11.63324937255405,-5.905204402299895e-15
2.61654,8.066638919298011,-128.9051510739504,-271.6257108631657,-7.348847498269876,2.026192145440065e-14
2.62054,7.671103657027179,-129.0145218020961,-271.2158012142363,-3.184501616658267,2.178500749737138e-13
2.62454,7.279413464248926,-129.0313590626843,-270.6439984160446,0.8717498179238916,-7.278554221363319e-13
2.62854,6.89104188716463,-129.0464135462198,-270.0945136362599,4.776746527288577,1.030390494159696e-13
2.63254,6.505490387448661,-128.9820656950428,-269.412451178457,8.542148179928102,1.309868421340433e-13
2.63654,6.122266943771233,-128.9228163610262,-268.7690169875309,12.1357775149154,2.154797403160174e-13
2.64054,5.74086784098072,-128.8172525693461,-268.0615886966609,15.55967307913964,2.036442179438598e-14
2.64454,5.36079710500267,-128.7303844485717,-267.4216765795467,18.79400927040847,-7.893964522801242e-14
2.64855,4.981663157743227,-128.5628979918335,-266.6500920354287,21.84411942695446,1.406605982044795e-13
2.65255,4.603094634464338,-128.4477532265816,-266.0147765974892,24.68772024729016,2.752844132852078e-14
2.65655,4.224652311947083,-128.3206148548825,-265.3865909858023,27.32577510877775,8.793698607344684e-14
2.66055,3.846061732723795,-128.2101907922205,-264.8229120044815,29.74992645188982,7.471731883632501e-14
2.66455,3.467559056280707,-128.8868415213818,-265.8578328729468,31.92927980293996,2.862259931290967e-13
2.66855,3.092688708177432,-132.2105373762622,-272.1919231411972,33.89987849094796,6.947949954600647e-14
2.67255,2.724561781697618,-136.8466334784384,-281.1652106424108,35.82978835761242,3.92609215132309e-14
2.67655,2.369746701660445,-138.434716706619,-284.0190171115572,37.5235912899243,8.076525286735437e-14
2.68055,2.042236548659464,-134.8124013858345,-276.4015982069679,38.67299879655815,7.131834069132392e-14
2.68455,1.751659428182704,-129.4146395961538,-265.2317574639995,39.44993882080657,6.69268440337757e-14
2.68855,1.500729171153089,-123.8712594905535,-253.7888434891759,40.01851294484452,3.595228480326612e-14
2.69255,1.29025536301014,-118.3800594286607,-242.469024967579,40.44621094246991,1.016502108517096e-13
2.69656,1.119704525172268,-111.367069358059,-228.1355014021152,40.61074736640111,3.239133020411695e-14
2.70056,0.9820099936561025,-98.28145803142829,-201.7208744816425,39.93586013814181,6.864515834116661e-14
2.70456,0.8699284038368883,-81.97433272649766,-168.9010542752248,38.57061192850364,5.517133172785275e-14
2.70856,0.7808054201659566,-64.91521142920057,-134.5917889525722,36.74528288545196,6.586273245770169e-13
2.71256,0.7141786701865023,-47.60494766471578,-99.78733344386862,34.5032430755269,-2.94085072977263e-12
2.71656,0.6698175892593971,-30.33618920797771,-65.07290921055117,31.88200103253552,1.356786423016289e-13
2.72056,0.6474515279232946,-13.00545752410671,-30.24005916744412,28.85453527677176,1.649551077478317e-13
2.72456,0.6457995445029032,3.186754455035261,2.295072827613448,25.66351812877753,1.723895726739175e-14
2.72856,0.6540970069438354,12.79007811059085,21.57456859158408,23.54857119953022,1.123515807335108e-14
2.73256,0.6627962566769585,16.39015260052797,28.81597984478635,22.57865685117083,1.815107664558274e-14
2.73656,0.6664760939997306,20.50819720790307,37.06647156557817,21.39241170383126,3.887308922625391e-14
2.74056,0.661066195013655,26.03587728448011,48.11936401794386,19.73020190918405,7.946805851221053e-13
2.74457,0.6447026249676354,32.03417717278823,60.10739108402755,17.7885843557423,-1.008395658104495e-13
2.74857,0.6166678057295784,38.06475699957107,72.15535342960248,15.68482339344908,-9.669100374796275e-15
2.75257,0.5766172492220222,44.15517929594313,84.31901548866109,13.42926645546337,9.999793600068047e-14
2.75657,0.5241843608372309,50.17329406860509,96.33212818412171,11.08668127605418,-8.410828314121392e-14
2.76057,0.4590204291322282,56.17563925848696,108.3094420815435,8.675084643484553,-4.829813695620933e-13
2.76457,0.3817029362548577,60.64016243284789,117.2209525219774,6.726937341085282,-2.024848064965433e-13
2.76857,0.3007449675828836,59.0618147202383,114.102333957158,6.805226241298048,3.564396550474753e-14
2.77257,0.2256812121948783,53.87303997099662,103.7947039253686,8.215448031585314,-4.913800763092779e-13
2.77657,0.1606249929709018,47.88084986702626,91.88507477579634,10.03022720240026,-7.068495893865561e-14
2.78057,0.1065311452587813,41.79776726236396,79.79063550248746,11.97839160894694,5.742579938392709e-14
2.78457,0.0635803606808696,35.7323149152822,67.72819126856437,13.99140017574925,8.354626190332352e-15
2.78857,0.03192577172268244,29.69316984820501,55.71618824199721,16.04018912061726,-1.711482651417812e-14
2.79257,0.01149060827802081,23.57294048723286,43.53989254439671,18.1410717432502,-3.260346983963915e-14
2.79658,0.002424639546071344,18.57732762778058,33.60096080667887,19.86402378448844,-1.84578892960369e-14
2.80058,0.0001263081793092717,16.50019501125078,29.46826063946327,20.58127782447647,4.416851016382747e-14
2.80458,-0.0001097676876098514,16.08276666992698,28.63770163332683,20.72549658957792,6.235384417832675e-12
2.80858,-4.671827793784113e-05,16.06737135093474,28.60705805750699,20.73083659543454,6.553412783552943e-12
2.81258,-9.331125180090437e-06,16.08881741899597,28.64972536808986,20.72343459604599,1.157711412806301e-12
2.81658,-5.130161715650314e-07,16.09710992052039,28.66622433711693,20.72057083076895,-4.231359627898852e-14
2.82058,2.570182280282762e-07,16.09869566034286,28.66937951136187,20.72002293604509,-2.262169308656859e-12
2.82458,1.104971777750098e-07,16.09879434779352,28.66957590262573,20.71998878106026,-1.294270944546849e-12
2.82858,-0.001811170942293105,14.3251484063324,25.09763680988813,21.31898705446109,-6.527743466688247e-13
2.83258,-0.01624843241185965,5.596678373286579,7.518819604808063,24.26677152645845,9.951791563009701e-14
2.83658,-0.05669367090749014,-5.990408135000715,-15.81906987986119,28.1783812003865,-3.073955423836643e-14
2.84058,-0.1272316026701827,-18.07620656958058,-40.16570255246389,32.24862021155134,8.33955251305773e-14
2.84459,-0.2283712256776812,-30.17956356642321,-64.55463451709252,36.29842731878474,8.338479688843213e-14
2.84859,-0.3600527943486,-42.26864079131978,-88.92423626894411,40.29195991831815,3.267838465467825e-14
2.85259,-0.5221656533538152,-54.34213986856424,-113.2744928117383,44.19522557085849,1.004762432642307e-14
2.85659,-0.7145319561362021,-66.37742877403208,-137.5624754429863,47.95901002715512,3.534943132179287e-14
2.86059,-0.937089385641462,-78.5244089828703,-162.0918901029476,51.58214226065029,9.683180285432785e-14
2.86459,-1.189594930734285,-90.54317825018587,-186.3832446582839,54.92901636161735,1.057968757844663e-13
2.86859,-1.47182760408021,-102.6558255593449,-210.8853386595127,58.0050759813158,6.899385345400939e-14
2.87259,-1.783565960459085,-114.6899110063206,-235.2541433078696,60.68452736890039,8.858181821034153e-14
2.87659,-2.124601151374757,-126.2507643122847,-258.6974934277828,62.78111539081094,5.496395124606317e-14
2.88059,-2.487950341567039,-133.3809827573514,-273.2475559183122,63.17902343058562,1.006969396517772e-13
2.88459,-2.859717194741689,-135.0418861678687,-276.8145739582081,61.76079143895502,1.06585711590463e-13
2.88859,-3.231429171968065,-135.1710371492403,-277.3277136818126,59.69024940638455,3.133178068973749e-13
2.8926,-3.601169635430111,-135.1055877171435,-277.4800613507155,57.33497207015266,-3.392531268897239e-13
2.8966,-3.96881430748891,-135.0765291199563,-277.7364405904966,54.75657229524335,-3.423798979867544e-13
2.9006,-4.334600375558309,-135.1356193899525,-278.2005585138415,51.96799183337187,1.933468357715027e-14
2.9046,-4.698600991748984,-135.1355119384546,-278.5760469165124,48.95216680354922,4.838260978398498e-14
2.9086,-5.061055091172324,-135.1979066326056,-279.1068747320474,45.7330379261422,-1.027835625607678e-13
2.9126,-5.422152891351302,-135.2429849081969,-279.6323192080255,42.30885981516763,5.076252239700359e-13
2.9166,-5.782239947507589,-135.2980345437092,-280.206244264436,38.68976912967843,3.975908263618716e-14
2.9206,-6.141575384313358,-135.2900828012395,-280.6811712575482,34.88402724979461,-2.377098634443008e-13
2.9246,-6.500439661238905,-135.3003114350424,-281.2197740239545,30.90327092636512,4.211247568576587e-13
2.9286,-6.859221073671325,-135.2839535713342,-281.7307107553707,26.7574621562519,2.459204290984991e-13
2.9326,-7.218275327612354,-135.2554033724873,-282.241698493717,22.45589165817255,1.550968357726471e-14
2.9366,-7.577842143129225,-135.1258284924182,-282.5725045231205,18.02292767227017,2.059036996974831e-13
2.94061,-7.938231171856139,-135.0069031639787,-282.945931473481,13.45343925563936,3.33495280123199e-13
2.94461,-8.299634732881037,-134.784712605225,-283.1309054973126,8.783126454917092,8.5129014086371e-14
2.94861,-8.662177901368104,-134.5151536530963,-283.2372699046861,4.012558277968338,5.652894096845263e-13
2.95261,-9.025908795053793,-134.1641263572066,-283.1935928905802,-0.8357658662920073,1.013892461819016e-13
2.95661,-9.390611784236606,-133.6814247086781,-282.8956863232891,-5.727491504316262,-2.764788661397039e-13
2.96061,-9.755972347576206,-133.1183948113914,-282.4429087265266,-10.6685605321615,3.470398372368745e-13
2.96461,-10.12147232563124,-132.4373690794785,-281.7551778491104,-15.63040690283194,-2.504079679848051e-13
2.96861,-10.48619601942526,-131.5822467726798,-280.7143419918663,-20.57206168687226,8.042231129508898e-14
2.97261,-10.84893296733723,-130.5993145213494,-279.407738684573,-25.50762587074905,1.583214484329592e-14
2.97661,-11.20827588672837,-129.3722057292877,-277.5940663920089,-30.35867825447534,1.012067651037168e-13
2.98061,-11.56042414834595,-126.4415243603849,-272.3229642824663,-34.08377277854014,-1.468826806274499e-14
2.98461,-11.89109550456716,-119.5574159878734,-259.025989731127,-34.9709419176366,5.941242016127811e-14
2.98862,-12.18559396709193,-96.08620268801579,-212.464815714405,-19.57884283811836,3.295642103314937e-13
2.99262,-12.43625029152036,-99.70394827352824,-220.0156282189378,-30.39155217956557,-2.989945499686515e-13
2.99662,-12.63844745234635,-85.52367368706771,-191.902821150312,-22.51294120665089,3.118606625611265e-13
3.00062,-12.78806042216542,-72.63771223475877,-166.3053152498704,-15.06026363812851,1.275955875033498e-13
3.00462,-12.88085770526383,-61.01300239910807,-143.1499318731989,-8.302948485403249,2.14164639719313e-13
3.00862,-12.91260141868466,-49.86060106869846,-120.8547190529074,-1.495138698428839,7.303793055503697e-14
3.01262,-12.87941110688708,-38.98536899802455,-99.0282883657389,5.507723653655241,-1.762238643627395e-13
3.01662,-12.77802235716356,-28.403094020793,-77.70397083840159,12.60966479783442,-1.666162498886243e-12
3.02062,-12.60608936622009,-18.12868350616473,-56.91631228523038,19.73000878572233,9.594458654378588e-14
3.02462,-12.36241490892623,-8.239568271854059,-36.828830946069,26.72120158530829,-6.084129348098676e-16
3.02862,-12.04710621000819,0.8683816553451145,-18.25034392926551,33.01188876367819,-3.551256752583005e-15
3.03262,-11.66765307768849,6.551565335570551,-6.523798371015875,34.85032941054249,6.282536104686665e-14
3.03663,-11.23761943322793,8.639721366759684,-2.003078225442601,31.70654593869233,-8.069561681720189e-14
3.04063,-10.76189472196482,11.92934795977212,4.970888167145024,30.40316627904044,4.020069113892018e-15
3.04463,-10.23609398668939,18.42043867444396,18.4127884266899,34.14511066169489,3.206585025275435e-13
3.04863,-9.660610095384023,25.55656619118289,33.15027173544618,39.35728761061105,-2.392236908786728e-13
3.05263,-9.042936530456881,32.25479854279931,46.98405859392117,44.48315652391246,4.234221035130986e-14
3.05663,-8.393290939786954,38.25705985614269,59.38067865570223,49.14958188142986,3.288759056000717e-15
3.06063,-7.722711178112466,43.59878916540436,70.4015939613904,53.40307121537397,-6.903449661350324e-14
3.06463,-7.042218083874384,48.2916605131751,80.06358014080021,57.23345307945267,-7.130617172945347e-13
3.06863,-6.362344549591149,52.34655572160872,88.38508080853643,60.610282172618,-1.136710527609956e-12
3.07263,-5.692981087701808,55.80501646835692,95.44921454387838,63.53756549030989,2.359931063945638e-13
3.07663,-5.042758603348911,58.78701684758567,101.4999962864777,66.11918481539043,7.649388950985364e-13
3.08063,-4.419082057630358,61.25107513058046,106.4571768556121,68.22936939070212,4.804729481142331e-13
3.08464,-3.828030586838083,63.29781940609914,110.52953541952,69.93465639232248,-2.103115157503877e-14
3.08864,-3.274473746576724,64.36956994096833,112.6035927433608,70.36526403878082,-3.861751165047078e-13
3.09264,-2.763993156056583,62.5649613892688,108.8748216002817,66.79409834808708,1.544738557797397e-13
3.09664,-2.299791161652766,59.11170048105676,101.8218769822662,61.11285253616965,3.586769930280006e-14
3.10064,-1.881209755623833,55.43122557110063,94.30580824660099,55.35662950070999,2.337677178923161e-14
3.10464,-1.50601711643871,51.89942281145426,87.08417232445336,50.02609709697676,3.214425893396257e-14
3.10864,-1.171447050993109,48.57230638347829,80.27206927857375,45.15905005968202,3.484780833304498e-15
3.11264,-0.8747611874152851,45.44550416411145,73.86224785652988,40.72296081991411,3.412745655468129e-14
3.11664,-0.6133826615626635,42.56396334723815,67.94652215764368,36.7402273472133,3.616714710066848e-15
3.12064,-0.3855074160256039,40.25515018388661,63.18686510149525,33.50490491306441,-2.99034478781389e-14
3.12464,-0.1793593938104212,33.66411920955836,49.7883734768555,26.29491988443436,2.900498047034221e-14
3.12864,-0.01180525578985142,35.00015279821802,52.38461724587596,26.85233909755751,-1.639644119580255e-13
3.13264,0.1333553009084434,34.39130479091706,51.05852075187025,25.56022316987283,1.349046424761864e-14
3.13665,0.2578127833806318,31.39626323504136,44.92206422836712,22.24316424881393,2.73016670843207e-14
3.14065,0.3596800269351318,29.12112676563391,40.24064880875879,19.70048846580373,-3.931041318296673e-14
3.14465,0.4416036073713817,27.27408305979114,36.42588550556223,17.62812524488982,7.168352915510739e-14
3.14865,0.5055500999465943,25.68843903412435,33.14157584020064,15.8598326429752,-9.589111612592334e-14
3.15265,0.5531431610645507,24.26260033553065,30.18332228077886,14.2944465733633,1.287921000021239e-13
3.15665,0.5856809371425901,22.94553260588815,27.44820281318682,12.8840484576385,4.061742075095121e-14
3.16065,0.6044586016575912,21.78453417873383,25.03172472138631,11.6518922539884,-7.912466982549658e-13
3.16465,0.610739742505843,20.75760190772792,22.88983205531651,10.57001429787434,1.360957459375673e-13
3.16865,0.6056133653791624,19.83203404160102,20.95656488904265,9.609696057256444,1.081120721090415e-13
3.17265,0.590174599702269,19.02825519431732,19.27359881673216,8.773595886655148,1.105438002703067e-14
3.17665,0.5654591374585564,18.33044196873948,17.80879392577899,8.048274900055445,-4.253491008972201e-15
3.18065,0.5324042058662815,17.70392261500746,16.49293668936908,7.403459524436311,1.263161706840855e-14
3.18466,0.4919347941510004,17.18103977029025,15.39075501028186,6.858924392793705,1.862033496381779e-12
3.18866,0.4448698167599855,16.61867172783873,14.21714900300475,6.305498050823928,5.299827666076185e-13
3.19266,0.393035932698077,15.07508577989068,11.09704999269371,5.06024729300532,-2.759079611674625e-13
3.19666,0.3397864961910136,12.04174190446131,5.018447279857828,2.79298355952603,1.766688689441111e-14
3.20066,0.2877387825299345,8.566870573165467,-1.931158716888721,0.27936229851497,3.806428909539825e-15
3.20466,0.2382879396674371,5.085746485492136,-8.88570625078718,-2.181470925681754,3.14113198829516e-15
3.20866,0.1922786619825012,1.659658751252776,-15.7246189721116,-4.558288550446718,1.225442999268387e-14
3.21266,0.1503998970767722,-1.70748741489032,-22.44074890843468,-6.865115996450123,1.023647215626048e-13
3.21666,0.1131033827456975,-5.061085813970587,-29.12640172386689,-9.13698615456539,-8.221295907348936e-15
3.22066,0.08078137239381074,-8.378084370880224,-35.73552746560168,-11.37507549955633,-4.325607782120058e-14
3.22466,0.0537567957373507,-11.67765577318814,-42.30739686840198,-13.59712583012171,3.244308881762534e-15
3.22866,0.03219564718060811,-14.96173073256771,-48.84667218546167,-15.80851454343077,3.071928675174582e-13
3.23267,0.01623916264334171,-18.25636574068397,-55.40553530244847,-18.03204780492467,4.318352961725231e-15
3.23667,0.005915030435562563,-21.57826539524664,-62.01811050699128,-20.27718727396365,-2.865345279310558e-14
3.24067,0.001267679069377624,-24.31794364225677,-67.47154422238842,-22.13069910566008,-1.616576619507151e-13
3.24467,7.171198951213555e-05,-25.47068650190716,-69.76596804091207,-22.91197931800105,-3.469171747213754e-12
